id_answer,id_website,id_subquestion,id_person,answer,spray_number,timestamp,certainty
30277,1282,27466,94362,"IVe lived in the Lake District for over 40 years and considered it to be the most beautiful place on earth. even some things which may not look natural eg new footpaths are a means to enable access to the natural  areas.",1,"2023-09-07 13:24:56",9
30278,1282,27468,94363,"creating shelter, wildlife habitat",1,"2023-09-07 13:25:35",9
30279,1282,27467,94363,"love fishing",2,"2023-09-07 13:26:55",9
30280,1282,27469,94363,"thin topsoil",1,"2023-09-07 13:28:10",10
30281,1282,27467,94362,"To my mind every natural feature is valuable in the landscape, even the caves at Rydal, although a man made structure, now add to the interest and beauty.
Have reservations about some of the plethora of tourist accommodation in Grasmere,",1,"2023-09-07 13:33:04",9
30282,1282,27466,94372,"Mountains and lakes",1,"2023-09-07 13:50:15",7
30283,1282,27467,94372,"Mountains, trees and lakes",1,"2023-09-07 13:51:27",8
30284,1282,27466,94366,"all the areas around human settlements",1,"2023-09-07 13:51:51",3
30285,1282,27468,94372,"More trees in the valley",1,"2023-09-07 13:52:39",8
30286,1282,27469,94372,"On highest ground where they would struggle to grow",1,"2023-09-07 13:53:57",7
30287,1282,27467,94366,"All the landcsape is valuable",1,"2023-09-07 13:54:12",9
30288,1282,27466,94375,"I presume that the lakes are natural, although Rydal Water is man-made",1,"2023-09-07 14:13:13",1
30289,1282,27466,94374,"countryside, unbuilt area",1,"2023-09-07 14:13:26",10
30290,1282,27467,94374,,1,"2023-09-07 14:14:39",5
30291,1282,27467,94375,"I think that Rydal water supplies Manchester with its water suppy",1,"2023-09-07 14:14:55",1
30292,1282,27468,94374,"surrounding urban areas",1,"2023-09-07 14:15:57",7
30293,1282,27468,94375,"Barren areas",1,"2023-09-07 14:16:06",1
30294,1282,27469,94374,,1,"2023-09-07 14:16:52",7
30295,1282,27469,94375,"If there are too many trees alongside the main road, the views would be restricted",1,"2023-09-07 14:17:40",1
30296,1282,27466,94377,"looks undeveloped",1,"2023-09-07 14:23:54",5
30297,1282,27467,94376,"The whole of the area is very attractive and valuable with no obvious areas which detract from the perception. there may be small industrial type areas which I am not aware of.",1,"2023-09-07 14:24:02",10
30298,1282,27468,94376,"Additional tree planting is important but not to the extent of hiding the upper areas which whilst a product of man's activities are very attractive in their own right",1,"2023-09-07 14:25:49",7
30299,1282,27467,94377,"natural landscapes are good for mind and body. roads enable people to visit live in the area",1,"2023-09-07 14:27:04",4
30300,1282,27469,94376,"As previously stated the higher points form dramatic parts of the landscape which are attractive and should be retained",1,"2023-09-07 14:27:20",10
30301,1282,27468,94377,"trees soften the areas around towns",1,"2023-09-07 14:28:45",5
30302,1282,27466,94381,"where man has not built housing, roads, canals, designated fields etc",1,"2023-09-07 14:37:02",7
30303,1282,27466,94378,"No roads or human intervention",1,"2023-09-07 14:37:04",10
30304,1282,27467,94378,"Everything is important",1,"2023-09-07 14:38:38",10
30305,1282,27468,94378,,1,"2023-09-07 14:40:36",8
30306,1282,27467,94381,"as before, all valuable, need water, for wildlife, raincycle, trees, woodland etc",1,"2023-09-07 14:40:41",7
30656,1282,27466,94563,"Trees and lakes are natural",1,"2023-09-12 09:42:18",6
30657,1282,27466,94565,"Areas of open moor and woodland and lakes",1,"2023-09-12 09:42:52",7
30658,1282,27467,94565,"The whole area is valuable and inter-linked as the settlements would not be here but for tourism in the landscape",1,"2023-09-12 09:46:20",9
30659,1282,27467,94563,"The landscape is valuable to hte local community because it brings in visitors and alsosustains the wildlife and community",1,"2023-09-12 09:46:28",6
30660,1282,27467,94563,"The natural landscape is valuable to the locals and it sustains the community. It is also valuable to the wildlife",2,"2023-09-12 09:47:53",6
30661,1282,27468,94565,"Probably on the lower slopes of the fells where trees were cleared in the past, but with gaps to keep open views of the hill tops",1,"2023-09-12 09:50:03",7
30662,1282,27469,94565,"On the hill tops so that the ruggedness of the landscape is not lost",1,"2023-09-12 09:51:34",9
30663,1282,27468,94563,"Trees may not grow on the thin soil of the hilltops and moorland is valuable too, so trees on the lower slopes would e a good idea",1,"2023-09-12 09:52:23",6
30664,1282,27469,94563,"Around the viewpoints. On the highest slopes. I'm not sure where these views are on the map",1,"2023-09-12 09:54:09",3
30665,1282,27466,94568,"historical lakes",1,"2023-09-12 10:04:54",6
30666,1282,27467,94568,"natural hillside",1,"2023-09-12 10:06:15",5
30667,1282,27468,94568,"natural landscape",1,"2023-09-12 10:08:22",4
30668,1282,27466,94567,"because i've walked them and they seem natural",1,"2023-09-12 10:09:02",8
30669,1282,27467,94567,"they're beautiful",1,"2023-09-12 10:11:22",10
30670,1282,27469,94567,"like to be able to see the lake from the road and around the lakes",1,"2023-09-12 10:14:04",10
30671,1282,27466,94569,"Avoiding highlightinh main roads",1,"2023-09-12 10:46:16",8
30672,1282,27467,94569,"Value all areas, villages and moutains etc",1,"2023-09-12 10:47:58",10
30673,1282,27468,94569,"Along main roads",1,"2023-09-12 10:49:09",6
30675,1282,27467,94581,"all of value ",2,"2023-09-12 11:17:12",10
30676,1282,27468,94581,"reloacing lost parkland and infeild planting and intake plantations",2,"2023-09-12 11:18:55",10
30677,1282,27469,94581,"preserving the open commons and legibility of the agropastoral system: more smaller trees juniper for eg",1,"2023-09-12 11:21:38",8
30693,1282,27466,94582,"Unspoilt by buildings, and conducive to wildlife.",1,"2023-09-12 12:14:51",3
30694,1282,27466,94577,"Allan Bank, National Trust propery",1,"2023-09-12 12:15:40",10
30695,1282,27467,94582,"Preserved for future generations.",1,"2023-09-12 12:16:16",3
30696,1282,27467,94577,"The area is astoundingly naturally beautiful.",1,"2023-09-12 12:17:58",10
30697,1282,27468,94582,"On hedgerows.",1,"2023-09-12 12:18:52",3
30698,1282,27468,94577,"To enhance the air quality of Grasmere Village and to limit the possibility of further building and development.",1,"2023-09-12 12:19:49",10
30699,1282,27469,94577,"To enable visitors passing through to view the area to be able to appreciate the vistas of the lakes even if they don't stop to park (and clog the roads). Also, to enable walkers and residents to be able to enjoy walking lakeside easily. ",1,"2023-09-12 12:23:21",10
30700,1282,27466,94590,"I consider the mountains and flora to be natural although I appreciate some of the flora is imported and of human design. All bodies of water are natural.  The roads and dwellings are manmade but tracks and lanes could well have been originated by animals.  the majority of housing in the area is made from the local stone as are the walls which again are man made.",1,"2023-09-12 13:46:10",9
30701,1282,27467,94590,"All areas of greenery and water need to be preserved.  The edges of the lakes need to be protected from over tourism and developers ",1,"2023-09-12 13:57:07",10
30702,1282,27468,94590,"trees are always a good idea.  they are the lungs of the planet but the planting needs to be native to the area and in keeping.  not industrial.",1,"2023-09-12 14:06:17",10
30703,1282,27469,94590,"The tops of hills and mountains have their own plants and ecology,  nature would have trees there if they were supposed to be there.",1,"2023-09-12 14:09:23",10
30704,1282,27466,94589,"no housing or agriculture/farming",1,"2023-09-12 14:56:24",8
30705,1282,27466,94597,"probably all terrestrial managed or effected by humans/animals",1,"2023-09-12 14:59:03",5
30706,1282,27467,94589,"accessible to lakes /lowland walking/llakes and wildlife",1,"2023-09-12 14:59:05",6
30707,1282,27466,94596,,1,"2023-09-12 14:59:09",5
30708,1282,27467,94597,"all environment is valuable",1,"2023-09-12 15:00:47",10
30709,1282,27468,94589,"more woodland without impinging on current facilities/farming",1,"2023-09-12 15:00:48",7
30710,1282,27467,94596,"Natural areas and areaas of tourism both importnat",1,"2023-09-12 15:01:17",7
30711,1282,27468,94596,,1,"2023-09-12 15:02:28",10
30722,1282,27466,94600,"i think its natural ",1,"2023-09-12 15:20:52",2
30723,1282,27467,94600,"ALL - residential man made and natural ",1,"2023-09-12 15:21:53",10
30724,1282,27468,94600,"everywhere you can never had enough tree ",1,"2023-09-12 15:22:43",10
30725,1282,27466,94598,"Some of the wooded regions would seem natural but may be heavily moderated by people. The high points of hills are probably the least interfered with by people. The lakes are probably originally natural but the shores may have been changed.",1,"2023-09-12 15:23:19",5
30726,1282,27469,94600,"towns but you can still have trees as long as they meet with the landscape and don't effect residential buildings ",1,"2023-09-12 15:24:33",4
30727,1282,27467,94598,"Places of natural beauty, especially woodlands, lakes and hills ought to be conserved. But population centres also have historic roots which should be protected",1,"2023-09-12 15:25:08",8
30728,1282,27468,94598,"Areas that have minimal impact on farming but still provide a habitat for wildlife.",1,"2023-09-12 15:26:14",6
30758,1282,27466,94626,,1,"2023-09-13 09:45:04",5
30759,1282,27466,94625,"No deforestation for farming and agriculture, unsure of the area - but hilltops maybe above treeline altitude? Guessing...",1,"2023-09-13 09:46:23",4
30760,1282,27467,94626,"The biodiversity in the area should be the most valuable thing and needs to be protected by keeping the area as natural as possible",1,"2023-09-13 09:46:57",7
30761,1282,27468,94626,"The climate is warming and the more trees we have the better our chances are of cooling the area in the warmer months",2,"2023-09-13 09:48:48",6
30762,1282,27467,94625,"Both forested and more arid areas are both important for insects and animals, lakes important for fish and freshwater, as are tributaries that feed these. Did not highlight settlements and farmland as these are not natural areas. ",1,"2023-09-13 09:49:35",7
30763,1282,27468,94625,"Basically anywhere there's been deforestation! ",1,"2023-09-13 09:51:53",8
30764,1282,27469,94625,"Lakes ha",1,"2023-09-13 09:52:38",10
30765,1282,27466,94627,"viewing on site",1,"2023-09-13 10:18:16",8
30766,1282,27467,94627,"water is life",2,"2023-09-13 10:19:17",9
30767,1282,27469,94627,"would obstruct view",1,"2023-09-13 10:20:54",9
30768,1282,27466,94628,"mountains lakes",1,"2023-09-13 11:06:25",6
30769,1282,27466,94630,mountains,1,"2023-09-13 11:06:57",8
30770,1282,27467,94628,"lakeside walks hillwalkingbeing in nature",1,"2023-09-13 11:08:23",6
30771,1282,27467,94630,"Hillside walks, valley walks and lakeside walks",1,"2023-09-13 11:09:15",7
30772,1282,27468,94628,"happy to see forest areas extended not sure about lots of reforestration on hills and fells",1,"2023-09-13 11:11:34",6
30773,1282,27469,94628,"not on fells or hill tops",1,"2023-09-13 11:12:33",6
30774,1282,27466,94632,LAKES/MOUNTAINS,1,"2023-09-13 11:44:18",7
30775,1282,27466,94631,"Natural landscape, lakes & caves",1,"2023-09-13 11:46:17",10
30776,1282,27467,94632,"ALL EXCLUDING SINGAGE/AND MODERN BUILDINGS",1,"2023-09-13 11:46:50",7
30777,1282,27467,94631,"Lakes, rivers, hills & natural wildlife habitats",1,"2023-09-13 11:48:54",10
30778,1282,27469,94634,"Would like fells to allow animal grazing",1,"2023-09-13 11:54:40",10
30779,1282,27466,94633,"TOPOGRAPHY GLACIAL.  GRASMERE NATURAL LAKE",1,"2023-09-13 12:07:24",7
30780,1282,27467,94633,"WATER HABITAT FOR WILDLIFE.  WOODLAND HABITAT FOR RED SQUIRRELS, ENDANGERED.  ALSO CARBON TRAP.",1,"2023-09-13 12:09:33",8
30781,1282,27466,94635,"woodland and forested areas are ? natural ",1,"2023-09-13 12:11:57",7
30782,1282,27468,94633,"RETURN TO NATURAL HABITAT AND TRAPPING OF CABON.  ALSO INCREASE WILDLIFE HABITAT.",1,"2023-09-13 12:12:20",8
30783,1282,27467,94635,"It all has value",1,"2023-09-13 12:13:13",10
30784,1282,27468,94635,"More trees generally ",1,"2023-09-13 12:15:57",10
30785,1282,27466,94640,,1,"2023-09-13 14:35:09",7
30786,1282,27466,94636,"Open spaces with no buildings - unspoilt",1,"2023-09-13 14:35:31",6
30787,1282,27467,94640,"scenic and natural beauty",1,"2023-09-13 14:36:25",10
30788,1282,27467,94636,"Beautiful landscape, unspoilt. Stunning views, quiet - no traffic or polution",1,"2023-09-13 14:36:31",8
30789,1282,27469,94636,"Not needed. Many forested areas in the region",1,"2023-09-13 14:37:37",7
30790,1282,27466,94642,"wooded areas, water areas, water tracks (gullies)",1,"2023-09-13 14:42:41",8
30791,1282,27466,94643,"In general, I consider areas that have less human activities/inhabitations to be more natural. Also, I consider areas with more 'natural features' such as trees, lakes, mountains, etc. to be more natural.",1,"2023-09-13 14:43:26",5
30792,1282,27467,94642,"High level areas, edges of water.",1,"2023-09-13 14:43:37",8
30793,1282,27468,94642,"Everywhere really....",1,"2023-09-13 14:45:00",8
30794,1282,27469,94642,"high areas, good for views",1,"2023-09-13 14:45:47",8
30795,1282,27467,94643,"In general, I consider all natural areas to be valuable. However, in additional to natural areas, I also consider areas (ex: farms, heritage locations, etc.) that could bring in economical sustainability to the local communities to be valuable. I tend to not place as big of value on towns/cities even though that they are important because I think they might have higher regenerative ability than the natural areas.",1,"2023-09-13 14:47:07",7
30796,1282,27468,94643,"In general, I have picked areas that have already trees. My impression is that since these areas already have trees, it would be OK for these areas to have more trees, but I am not sure if this is a correct impressions. In general, I would love to see as many tress in our landscape as possible.",1,"2023-09-13 14:51:52",3
30797,1282,27466,94645,"the area within the sprayed is natural excluding the built environment",1,"2023-09-13 15:20:27",5
30798,1282,27466,94644,"A Natural landcsape is something untouhed by humans. A lot of the Lake District is cultural landscapes which have been altered by farms and farming over many year. I have highlighted tops of the fells alongside Islands on both Grasmere and Rydal as they are left to be as natural as possible, with little human interaction",1,"2023-09-13 15:22:51",5
30799,1282,27467,94645,"All areas are valuable ..on this occasion I consider the the built environment to be valuable offering both cultural and amenities which allow the village to remain sustainable",1,"2023-09-13 15:24:15",6
30800,1282,27467,94644,"I perceive all areas to be valuable. Farm land is just as valuable as businesses or homes, which are just as valuable as nature. They all have different uses and are important in different ways.",1,"2023-09-13 15:25:23",7
30801,1282,27469,94645,Lakeside,1,"2023-09-13 15:25:58",4
30802,1282,27468,94644,"Historically there would be more trees on fells and trees are good for nature and reducing our carbon emissions.  ",1,"2023-09-13 15:29:13",10
30803,1282,27469,94644,"Trees should be welcome everywhere except maybe on the side of busy roads which in the increasing bad weather may cause safety issues ",1,"2023-09-13 15:31:27",8
30804,1282,27466,94670,"Unihabited (no houses), natural features (eg trees, water, hills)",1,"2023-09-14 09:43:52",7
30805,1282,27466,94669,"Green and blue areas, less natural in the areas of the the town itself ",1,"2023-09-14 09:45:02",8
30806,1282,27467,94670,"Water, hills for wildlife",1,"2023-09-14 09:45:45",8
30807,1282,27468,94670,"Near civilisation to counteract carbon footprint",1,"2023-09-14 09:46:52",9
30808,1282,27466,94669,"Green and blue areas, less natural in the town where it is more habitated and there are buildings",3,"2023-09-14 09:47:43",8
30809,1282,27469,94670,"Spoil access to lakes",1,"2023-09-14 09:47:44",8
30810,1282,27467,94669,"The lakes and water are valuable for mindfulness and scenery. The other green areas are not unvaluable but they are less easy to access and enjoy as a member of the public. ",2,"2023-09-14 09:49:45",4
30811,1282,27468,94669,"Any additional trees etc would be valuable for the environment and creation of habitats, however, trees can block out the views of the landscape that people come to visit and enjoy the scenery. So I would suggest added trees to areas that already have some trees. ",1,"2023-09-14 09:52:08",4
30812,1282,27469,94669,"As in the previous answer, I would not like to have more trees near the lakes etc as it may block out the scenery that people want to see and photograph. ",1,"2023-09-14 09:53:24",7
30813,1282,27466,94676,"Whole area, looks very green with lakes and trees, mention of caves and forest",1,"2023-09-14 10:03:00",8
30814,1282,27467,94676,"Lakes - for fish, ducks, swans and so on.
Forest - for insects, fauna, mushrooms, and so on.
Caves - for various habitats",1,"2023-09-14 10:05:35",7
30815,1282,27469,94676,"I would avoid trees by main roads to avoid potential damage and to keep good views",1,"2023-09-14 10:09:03",5
30816,1282,27466,94677,"anything not houses or roads",1,"2023-09-14 10:17:23",8
30817,1282,27467,94677,"natural areas untouched by man are valueable",1,"2023-09-14 10:20:51",6
30818,1282,27468,94677,"like views from the top",1,"2023-09-14 10:23:44",4
30819,1282,27469,94677,"same as qu 3",1,"2023-09-14 10:24:18",5
30820,1282,27466,94679,"All areas not buildings/roads/fields",1,"2023-09-14 10:28:44",6
30821,1282,27466,94681,"Very few areas are truly natural. Everywhere has been affected by man, with the exception of some lakes and mountain tops.",1,"2023-09-14 10:31:19",2
30822,1282,27467,94679,"Everything not roads, buildings or fields",1,"2023-09-14 10:31:55",7
30823,1282,27467,94681,"Most places are valuable with the exception of roads and built up areas",1,"2023-09-14 10:32:51",6
30824,1282,27468,94681,"Most areas with the exception of lakes and mountain tops.",1,"2023-09-14 10:34:07",6
30825,1282,27468,94679,"Anywhere they will grow, which is probably mostly in the valleys",2,"2023-09-14 10:34:51",8
30826,1282,27469,94681,"More trees would be suitable in all areas.",1,"2023-09-14 10:35:08",9
30827,1282,27469,94679,"Keep some views open. Appalaichain-style trees covering the whole landscape is annoying.",1,"2023-09-14 10:36:47",4
30828,1282,27466,94684,"Less landscaped",1,"2023-09-14 11:34:11",4
30829,1282,27467,94684,"Forestry area",1,"2023-09-14 11:35:00",6
30830,1282,27468,94684,"Everywhere really",1,"2023-09-14 11:35:50",5
30831,1282,27466,94691,"Hillside, rockface, lakes natural?",1,"2023-09-14 12:34:06",5
30832,1282,27467,94691,"All hills and lakes and mountains, original villages but not touristy areas!",1,"2023-09-14 12:36:11",5
30833,1282,27468,94691,"I love trees, and the need for more trees, but understand the dilemma between more trees and farmland. I think a compromise needs to be made - maybe more trees naturalising along the edges of existing woodland?",1,"2023-09-14 12:39:23",5
30834,1282,27466,94690,"tops of mountains naturally sparse
lakes created by glaciation
lowland woodland natural",1,"2023-09-14 12:41:35",8
30835,1282,27469,94691,"I think some green spaces around towns and villages are needed for people to access, walk etc. Also around lakeshores and mountain ridges, so the views can still be seen?",1,"2023-09-14 12:41:37",5
30836,1282,27467,94690,"water source important for landscape and flood reduction
woodlands form valuable habitats for species",1,"2023-09-14 12:43:47",10
30837,1282,27468,94690,"only in low lying areas as there is a need for grazing for farmed animals
Also to make woodland more continuous to enable organisms to find protection in continuous habitat",1,"2023-09-14 12:46:29",8
30838,1282,27469,94690,"Would not like to see the fells wooded as this would be
excessive forestation
reduce biodiversity
there is always a case for management 
rewilding could happen naturally via succession in chosen areas rather than by specific planting",1,"2023-09-14 12:50:30",9
30839,1282,27466,94697,"Only the extreme uplands are clear of the effects of man's exploitation. Not sure about the boundaries of Rydal Water and Grasmere",1,"2023-09-14 13:12:24",4
30840,1282,27466,94696,,1,"2023-09-14 13:14:02",4
30841,1282,27467,94696,,1,"2023-09-14 13:16:20",4
30842,1282,27467,94697,"The whole area, the views. Access to open water (for kayaking). Less valuable (to me) is the newer building and development.",1,"2023-09-14 13:16:23",5
30843,1282,27468,94697,"Above the present treeline on the slopes of hills and mountains, but without obscuring the peaks.",1,"2023-09-14 13:18:05",2
30844,1282,27468,94696,,1,"2023-09-14 13:18:14",5
30845,1282,27469,94696,,1,"2023-09-14 13:19:01",4
30846,1282,27466,94700,"I believe these are natural due to the lack of buildings and farm land. these are grazing pastures but seem to be relatively untouched.",1,"2023-09-14 13:35:44",7
30847,1282,27467,94700,"All landscape and green spaces is valuable.",1,"2023-09-14 13:38:06",10
30848,1282,27468,94700,"I feel around waterscapes and lower fell ground would be a good position for more trees, to provide more shelter and spaces for nature. ",1,"2023-09-14 13:47:29",9
30849,1282,27466,94701,"natural environment, trees hills rivers ae",1,"2023-09-14 14:29:19",7
30850,1282,27467,94701,"lakes fells rivers",1,"2023-09-14 14:30:15",7
30851,1282,27466,94699,,1,"2023-09-14 14:30:16",6
30852,1282,27468,94701,"around the lakes, lower fells",1,"2023-09-14 14:31:32",6
30853,1282,27467,94699,"I love walking, viewing and just being in the area",1,"2023-09-14 14:33:14",9
30854,1282,27468,94699,"Extending the tree line on the lower slopes",1,"2023-09-14 14:35:56",7
30855,1282,27469,94699,"Need to retain some farmland and recreational open space in the valleys around the villages",1,"2023-09-14 14:38:14",8
30856,1282,27466,94703,"I have chosen what I perceive to be non-agricultural land and bodies of water.",1,"2023-09-14 15:14:38",9
30857,1282,27467,94703,"Woodlands, water bodies and mountain tops give me enjoyment, but agricultural land is also valuable. I'm not fond of towns.",1,"2023-09-14 15:17:06",9
30858,1282,27468,94703,"Additional trees at lower levels would be good but I wouldn't remove agricultural land for tree planting.",2,"2023-09-14 15:19:09",9
